date;chalco_price;chalco_adj;chalco_volume
25.05.2023;3.650000;3.480147;36220400
29.05.2023;3.500000;3.490034;22499181
30.05.2023;3.510000;3.529581;21036000
31.05.2023;3.560000;3.420826;29903189
01.06.2023;3.460000;3.351619;31311492
02.06.2023;3.450000;3.588902;30344967
05.06.2023;3.650000;3.499921;16026370
06.06.2023;3.530000;3.549355;19908967
07.06.2023;3.640000;3.519694;12778000
08.06.2023;3.530000;3.549355;13010000
09.06.2023;3.590000;3.588902;18195650
12.06.2023;3.630000;3.490034;15120035
13.06.2023;3.570000;3.470260;19759522
14.06.2023;3.530000;3.559241;18746000
15.06.2023;3.600000;3.569128;14071176
16.06.2023;3.630000;3.756977;62742370
19.06.2023;3.730000;3.667996;18723609
20.06.2023;3.650000;3.539468;11846682
21.06.2023;3.580000;3.440600;16454980
23.06.2023;3.400000;3.340000;16137100
26.06.2023;3.350000;3.330000;17048456
27.06.2023;3.330000;3.410000;12163988
28.06.2023;3.420000;3.430000;18754001
29.06.2023;3.430000;3.340000;10118000
30.06.2023;3.410000;3.370000;11748800
03.07.2023;3.370000;3.500000;24740019
04.07.2023;3.600000;3.480000;24485365
05.07.2023;3.460000;3.550000;28446067
06.07.2023;3.570000;3.420000;23350442
07.07.2023;3.420000;3.510000;105767550
10.07.2023;3.570000;3.430000;27638000
11.07.2023;3.430000;3.430000;23150772
12.07.2023;3.460000;3.460000;14782283
13.07.2023;3.520000;3.610000;44901715
14.07.2023;3.620000;3.570000;25102788
18.07.2023;3.530000;3.510000;18769887
19.07.2023;3.510000;3.480000;19056817
20.07.2023;3.490000;3.520000;13589769
21.07.2023;3.560000;3.520000;14833900
24.07.2023;3.520000;3.400000;16281346
25.07.2023;3.460000;3.750000;64185267
26.07.2023;3.750000;3.720000;16570460
27.07.2023;3.730000;3.700000;29365618
28.07.2023;3.680000;3.770000;22575700
31.07.2023;3.880000;3.850000;31065000
01.08.2023;3.870000;3.840000;30390689
02.08.2023;3.840000;3.790000;25779642
03.08.2023;3.770000;3.800000;37752000
04.08.2023;3.870000;3.830000;24857641
07.08.2023;3.840000;3.830000;11223037
08.08.2023;3.830000;3.870000;42691747
09.08.2023;3.900000;3.860000;30807658
10.08.2023;3.860000;3.850000;8431336
11.08.2023;3.900000;3.730000;18703019
14.08.2023;3.680000;3.700000;12787443
15.08.2023;3.680000;3.540000;28036000
16.08.2023;3.510000;3.490000;11848000
17.08.2023;3.460000;3.490000;9064400
18.08.2023;3.480000;3.390000;10678000
21.08.2023;3.390000;3.360000;22596000
22.08.2023;3.360000;3.480000;18783339
23.08.2023;3.480000;3.500000;25578000
24.08.2023;3.590000;3.620000;38242509
25.08.2023;3.580000;3.600000;22268000
28.08.2023;3.740000;3.600000;19250610
29.08.2023;3.580000;3.650000;20050054
30.08.2023;3.720000;3.720000;40132000
31.08.2023;3.720000;3.790000;37107552
04.09.2023;3.950000;4.330000;94040472
05.09.2023;4.320000;4.320000;37581500
06.09.2023;4.270000;4.390000;24383096
07.09.2023;4.390000;4.390000;15604566
11.09.2023;4.300000;4.370000;23215630
12.09.2023;4.370000;4.330000;20017373
13.09.2023;4.330000;4.390000;35243911
14.09.2023;4.360000;4.580000;33988850
15.09.2023;4.530000;4.610000;37733940
18.09.2023;4.550000;4.530000;12779000
19.09.2023;4.530000;4.630000;18259500
20.09.2023;4.560000;4.620000;14927216
21.09.2023;4.620000;4.570000;18920000
22.09.2023;4.500000;4.580000;28785485
25.09.2023;4.500000;4.480000;7401500
26.09.2023;4.490000;4.440000;11311904
27.09.2023;4.440000;4.280000;16438936
28.09.2023;4.280000;4.290000;8839720
29.09.2023;4.340000;4.380000;6707864
03.10.2023;4.300000;4.240000;11253020
04.10.2023;4.200000;4.210000;7032891
05.10.2023;4.200000;4.200000;6085584
06.10.2023;4.130000;4.260000;5077377
09.10.2023;4.310000;4.300000;9008000
10.10.2023;4.230000;4.290000;14253288
11.10.2023;4.390000;4.190000;19254973
12.10.2023;4.250000;4.280000;9800550
13.10.2023;4.220000;4.130000;14991287
16.10.2023;4.090000;4.100000;11167546
17.10.2023;4.150000;4.040000;22712000
18.10.2023;4.040000;4.040000;11688407
19.10.2023;4.080000;3.890000;18691885
20.10.2023;3.960000;3.850000;10493805
24.10.2023;3.750000;3.850000;11469600
25.10.2023;3.940000;4.000000;16296990
26.10.2023;3.960000;4.000000;8026000
