date;hongqiao_price;hongqiao_adj;hongqiao_volume
19.05.2023;6.600000;6.409226;17635053
22.05.2023;6.500000;6.360000;10615630
23.05.2023;6.390000;6.110000;17069000
24.05.2023;6.120000;6.060000;22443504
25.05.2023;6.030000;5.920000;18511750
29.05.2023;5.980000;5.860000;15657606
30.05.2023;5.870000;5.800000;18819459
31.05.2023;5.720000;5.560000;38510606
01.06.2023;5.560000;5.670000;27446813
02.06.2023;5.670000;6.300000;40557826
05.06.2023;6.240000;6.060000;23813963
06.06.2023;6.060000;6.170000;31609113
07.06.2023;6.200000;5.870000;33835391
08.06.2023;5.900000;5.950000;19297351
09.06.2023;6.000000;6.040000;18568300
12.06.2023;6.060000;6.140000;14796300
13.06.2023;6.140000;6.170000;14542958
14.06.2023;6.280000;6.220000;16632371
15.06.2023;6.280000;6.420000;19155271
16.06.2023;6.500000;6.500000;24168693
19.06.2023;6.450000;6.440000;28407414
20.06.2023;6.470000;6.320000;12456000
21.06.2023;6.130000;6.250000;20565279
23.06.2023;6.190000;6.120000;6771000
26.06.2023;6.120000;6.060000;10690050
27.06.2023;6.070000;6.340000;12173831
28.06.2023;6.290000;6.410000;6506500
29.06.2023;6.410000;6.240000;8122000
30.06.2023;6.250000;6.360000;10659800
03.07.2023;6.360000;6.650000;14636512
04.07.2023;6.650000;6.690000;7861954
05.07.2023;6.690000;6.670000;15760500
06.07.2023;6.670000;6.450000;9390190
07.07.2023;6.390000;6.430000;14787500
10.07.2023;6.460000;6.340000;15743000
11.07.2023;6.400000;6.460000;9371500
12.07.2023;6.520000;6.440000;11341283
13.07.2023;6.610000;6.670000;15017000
14.07.2023;6.700000;6.850000;18404127
18.07.2023;6.850000;6.700000;17044304
19.07.2023;6.650000;6.630000;20983402
20.07.2023;6.720000;6.750000;15732000
21.07.2023;6.650000;6.640000;12586600
24.07.2023;6.600000;6.390000;24173928
25.07.2023;6.680000;6.880000;64535689
26.07.2023;6.850000;6.920000;44995296
27.07.2023;6.850000;6.890000;33335220
28.07.2023;6.800000;7.120000;30757456
31.07.2023;7.250000;7.490000;69139859
01.08.2023;7.600000;7.520000;37772200
02.08.2023;7.520000;7.300000;32091071
03.08.2023;7.200000;7.250000;29671740
04.08.2023;7.380000;7.360000;28206894
07.08.2023;7.260000;7.400000;21873000
08.08.2023;7.490000;7.680000;47263310
09.08.2023;7.670000;7.590000;32311710
10.08.2023;7.590000;7.600000;21218054
11.08.2023;7.580000;7.440000;28286500
14.08.2023;7.210000;7.420000;22646052
15.08.2023;7.420000;7.200000;23523136
16.08.2023;7.100000;7.190000;19430000
17.08.2023;7.180000;7.180000;16131400
18.08.2023;7.230000;7.130000;22777335
21.08.2023;7.030000;7.260000;23553500
22.08.2023;7.280000;7.420000;18856430
23.08.2023;7.340000;7.310000;22259000
24.08.2023;7.510000;7.430000;19836567
25.08.2023;7.420000;7.540000;28190467
28.08.2023;7.750000;7.520000;19846500
29.08.2023;7.500000;7.700000;17167000
30.08.2023;7.700000;7.940000;36981500
31.08.2023;7.920000;7.820000;24213175
04.09.2023;8.060000;8.320000;92508451
05.09.2023;8.200000;8.110000;56888708
06.09.2023;8.110000;8.030000;19580800
07.09.2023;7.900000;7.940000;16082000
11.09.2023;7.810000;7.910000;23571926
12.09.2023;7.910000;7.760000;35539996
13.09.2023;7.700000;7.750000;11819801
14.09.2023;7.750000;7.880000;27508500
15.09.2023;7.980000;8.090000;41807454
18.09.2023;7.960000;7.950000;17885600
19.09.2023;7.980000;8.040000;16529500
20.09.2023;8.040000;8.060000;23368055
21.09.2023;8.090000;7.760000;18589500
22.09.2023;7.700000;7.780000;27071310
25.09.2023;7.670000;7.640000;7337103
26.09.2023;7.600000;7.610000;16960306
27.09.2023;7.610000;7.350000;20773336
28.09.2023;7.350000;7.390000;16097000
29.09.2023;7.390000;7.670000;13048000
03.10.2023;7.470000;7.460000;6082050
04.10.2023;7.440000;7.310000;6206559
05.10.2023;7.250000;7.310000;3663500
06.10.2023;7.280000;7.300000;6399287
09.10.2023;7.330000;7.290000;9227567
10.10.2023;7.350000;7.120000;25381166
11.10.2023;7.140000;6.920000;29362461
12.10.2023;6.920000;6.880000;30361270
13.10.2023;6.750000;6.670000;25901000
16.10.2023;6.740000;6.500000;22484000
17.10.2023;6.690000;6.430000;26236000
18.10.2023;6.430000;6.550000;22847798
19.10.2023;6.460000;6.410000;25078159
20.10.2023;6.410000;6.500000;24115310
24.10.2023;6.580000;6.750000;38506600
25.10.2023;7.000000;7.070000;50708890
26.10.2023;7.000000;7.130000;24383491
