date;lme_price;lme_volume;lme_change
26.10.2023;2.197,50;43,57K;-0,97%
25.10.2023;2.219,00;47,39K;1,28%
24.10.2023;2.191,00;44,21K;0,69%
23.10.2023;2.176,00;31,71K;-0,25%
20.10.2023;2.181,50;27,91K;-0,16%
19.10.2023;2.185,00;36,40K;0,14%
18.10.2023;2.182,00;34,32K;0,23%
17.10.2023;2.177,00;70,35K;-0,16%
16.10.2023;2.180,50;43,47K;-0,86%
13.10.2023;2.199,50;40,02K;-0,02%
12.10.2023;2.200,00;48,57K;-0,63%
11.10.2023;2.214,00;32,77K;0,07%
10.10.2023;2.212,50;45,59K;-1,29%
09.10.2023;2.241,50;45,56K;0,09%
06.10.2023;2.239,50;42,62K;0,34%
05.10.2023;2.232,00;41,33K;-0,65%
04.10.2023;2.246,50;69,01K;-1,90%
03.10.2023;2.290,00;62,87K;-1,34%
02.10.2023;2.321,00;70,93K;-1,11%
29.09.2023;2.347,00;95,45K;3,05%
28.09.2023;2.277,50;70,49K;1,76%
27.09.2023;2.238,00;48,75K;-0,25%
26.09.2023;2.243,50;37,48K;0,45%
25.09.2023;2.233,50;40,26K;-0,31%
22.09.2023;2.240,50;54,99K;1,29%
21.09.2023;2.212,00;50,99K;-1,95%
20.09.2023;2.256,00;89,15K;1,83%
19.09.2023;2.215,50;39,69K;-0,20%
18.09.2023;2.220,00;57,00K;1,37%
15.09.2023;2.190,00;52,60K;-1,55%
14.09.2023;2.224,50;46,05K;0,32%
13.09.2023;2.217,50;45,41K;0,96%
12.09.2023;2.196,50;30,50K;-0,41%
11.09.2023;2.205,50;40,69K;1,01%
08.09.2023;2.183,50;41,26K;-0,57%
07.09.2023;2.196,00;42,47K;0,11%
06.09.2023;2.193,50;45,70K;0,02%
05.09.2023;2.193,00;38,79K;-0,88%
04.09.2023;2.212,50;34,40K;-1,10%
01.09.2023;2.237,00;77,49K;1,31%
31.08.2023;2.208,00;72,07K;0,30%
30.08.2023;2.201,50;57,95K;1,52%
29.08.2023;2.168,50;44,75K;0,84%
25.08.2023;2.150,50;38,07K;-0,32%
24.08.2023;2.157,50;36,01K;-1,01%
23.08.2023;2.179,50;34,33K;0,11%
22.08.2023;2.177,00;72,87K;1,54%
21.08.2023;2.144,00;50,07K;0,33%
18.08.2023;2.137,00;40,27K;-0,40%
17.08.2023;2.145,50;50,26K;0,12%
16.08.2023;2.143,00;39,48K;0,02%
15.08.2023;2.142,50;64,02K;-0,16%
14.08.2023;2.146,00;39,95K;-1,36%
11.08.2023;2.175,50;39,06K;-1,29%
10.08.2023;2.204,00;40,19K;0,41%
09.08.2023;2.195,00;38,00K;-0,25%
08.08.2023;2.200,50;108,55K;-1,32%
07.08.2023;2.230,00;24,38K;-0,11%
04.08.2023;2.232,50;39,68K;0,11%
03.08.2023;2.230,00;49,07K;0,95%
02.08.2023;2.209,00;54,76K;-2,06%
01.08.2023;2.255,50;54,10K;-1,18%
31.07.2023;2.282,50;60,80K;2,72%
28.07.2023;2.222,00;40,18K;0,77%
27.07.2023;2.205,00;39,96K;-0,36%
26.07.2023;2.213,00;39,26K;-1,21%
25.07.2023;2.240,00;48,35K;1,40%
24.07.2023;2.209,00;30,52K;0,20%
21.07.2023;2.204,50;30,01K;0,16%
20.07.2023;2.201,00;41,30K;0,48%
19.07.2023;2.190,50;49,97K;-0,59%
18.07.2023;2.203,50;53,98K;-2,28%
17.07.2023;2.255,00;39,24K;-0,94%
14.07.2023;2.276,50;52,99K;-0,07%
13.07.2023;2.278,00;78,30K;1,88%
12.07.2023;2.236,00;77,01K;3,11%
11.07.2023;2.168,50;47,22K;1,00%
10.07.2023;2.147,00;37,17K;0,07%
07.07.2023;2.145,50;40,18K;0,78%
06.07.2023;2.129,00;40,50K;-0,63%
05.07.2023;2.142,50;50,91K;-1,15%
04.07.2023;2.167,50;25,76K;0,46%
03.07.2023;2.157,50;38,08K;0,28%
30.06.2023;2.151,50;56,83K;-0,39%
29.06.2023;2.160,00;35,19K;-0,62%
28.06.2023;2.173,50;45,72K;-0,98%
27.06.2023;2.195,00;64,05K;2,16%
26.06.2023;2.148,50;51,76K;-1,20%
23.06.2023;2.174,50;49,79K;-1,20%
22.06.2023;2.201,00;38,74K;-0,99%
21.06.2023;2.223,00;48,18K;-0,31%
20.06.2023;2.230,00;69,35K;-0,49%
19.06.2023;2.241,00;38,24K;-1,32%
16.06.2023;2.271,00;59,77K;0,96%
15.06.2023;2.249,50;53,92K;-0,18%
14.06.2023;2.253,50;47,12K;0,96%
13.06.2023;2.232,00;38,41K;0,18%
12.06.2023;2.228,00;39,15K;-1,76%
09.06.2023;2.268,00;46,04K;0,60%
08.06.2023;2.254,50;48,07K;1,60%
07.06.2023;2.219,00;48,79K;0,41%
06.06.2023;2.210,00;62,46K;-1,52%
05.06.2023;2.244,00;56,06K;-0,86%
02.06.2023;2.263,50;69,55K;-0,83%
01.06.2023;2.282,50;59,20K;1,63%
31.05.2023;2.246,00;57,58K;0,99%
30.05.2023;2.224,00;48,90K;-0,60%
26.05.2023;2.237,50;47,64K;0,29%
25.05.2023;2.231,00;59,56K;1,18%
24.05.2023;2.205,00;79,56K;-0,99%
23.05.2023;2.227,00;59,38K;-1,61%
22.05.2023;2.263,50;49,01K;-0,88%
19.05.2023;2.283,50;37,97K;0,00%
18.05.2023;2.283,50;49,96K;-0,57%
17.05.2023;2.296,50;58,17K;1,64%
16.05.2023;2.259,50;65,24K;0,00%
15.05.2023;2.259,50;54,32K;1,25%
12.05.2023;2.231,50;66,67K;0,93%
11.05.2023;2.211,00;96,50K;-2,51%
10.05.2023;2.268,00;51,23K;-2,24%
09.05.2023;2.320,00;54,98K;0,06%
05.05.2023;2.318,50;44,97K;1,38%
04.05.2023;2.287,00;50,09K;-1,46%
03.05.2023;2.321,00;39,43K;-1,92%
02.05.2023;2.366,50;55,32K;0,45%
28.04.2023;2.356,00;49,68K;1,60%
27.04.2023;2.319,00;50,30K;-0,34%
26.04.2023;2.327,00;44,97K;-0,36%
25.04.2023;2.335,50;55,64K;-1,91%
24.04.2023;2.381,00;34,04K;-0,65%
21.04.2023;2.396,50;38,98K;-1,01%
20.04.2023;2.421,00;55,30K;-0,98%
19.04.2023;2.445,00;69,60K;0,33%
18.04.2023;2.437,00;65,88K;2,46%
17.04.2023;2.378,50;41,56K;-0,29%
14.04.2023;2.385,50;47,40K;0,78%
13.04.2023;2.367,00;54,90K;1,81%
12.04.2023;2.325,00;51,15K;0,98%
11.04.2023;2.302,50;52,18K;-1,33%
06.04.2023;2.333,50;35,59K;0,00%
05.04.2023;2.333,50;41,76K;-1,56%
04.04.2023;2.370,50;47,94K;-1,13%
03.04.2023;2.397,50;62,87K;-0,64%
31.03.2023;2.413,00;39,51K;1,13%
30.03.2023;2.386,00;33,56K;0,25%
29.03.2023;2.380,00;49,14K;-0,38%
28.03.2023;2.389,00;37,35K;1,08%
27.03.2023;2.363,50;33,15K;1,13%
24.03.2023;2.337,00;48,87K;0,47%
23.03.2023;2.326,00;46,76K;1,73%
22.03.2023;2.286,50;39,55K;0,88%
21.03.2023;2.266,50;55,05K;-0,35%
20.03.2023;2.274,50;38,19K;0,02%
17.03.2023;2.274,00;50,17K;0,29%
16.03.2023;2.267,50;50,62K;-0,42%
15.03.2023;2.277,00;74,19K;-3,21%
14.03.2023;2.352,50;43,54K;0,81%
13.03.2023;2.333,50;74,01K;0,89%
10.03.2023;2.313,00;67,68K;-0,64%
09.03.2023;2.328,00;31,34K;-1,10%
08.03.2023;2.354,00;51,93K;0,17%
07.03.2023;2.350,00;38,46K;-1,34%
06.03.2023;2.382,00;39,03K;-0,96%
03.03.2023;2.405,00;34,22K;0,23%
02.03.2023;2.399,50;43,51K;-1,32%
01.03.2023;2.431,50;49,09K;2,47%
28.02.2023;2.373,00;38,40K;0,42%
27.02.2023;2.363,00;39,58K;1,18%
24.02.2023;2.335,50;;-2,53%
23.02.2023;2.396,00;37,98K;-0,91%
22.02.2023;2.418,00;41,89K;-2,01%
21.02.2023;2.467,50;43,76K;0,41%
20.02.2023;2.457,50;31,17K;2,93%
17.02.2023;2.387,50;44,83K;-0,27%
16.02.2023;2.394,00;46,94K;0,40%
15.02.2023;2.384,50;47,14K;-0,98%
14.02.2023;2.408,00;43,63K;-0,19%
13.02.2023;2.412,50;54,61K;-1,15%
10.02.2023;2.440,50;44,19K;-2,34%
09.02.2023;2.499,00;49,81K;0,73%
08.02.2023;2.481,00;64,18K;-1,72%
07.02.2023;2.524,50;40,65K;-0,36%
06.02.2023;2.533,50;50,90K;-1,40%
03.02.2023;2.569,50;39,84K;-1,82%
02.02.2023;2.617,00;55,12K;-0,55%
01.02.2023;2.631,50;43,50K;-0,47%
31.01.2023;2.644,00;55,09K;2,10%
30.01.2023;2.589,50;39,44K;-1,43%
27.01.2023;2.627,00;29,45K;-0,45%
26.01.2023;2.639,00;30,47K;-0,73%
25.01.2023;2.658,50;29,94K;0,30%
24.01.2023;2.650,50;29,73K;0,53%
23.01.2023;2.636,50;24,39K;1,00%
20.01.2023;2.610,50;33,43K;0,89%
19.01.2023;2.587,50;53,22K;-1,91%
18.01.2023;2.638,00;69,66K;0,74%
17.01.2023;2.618,50;44,74K;-0,10%
16.01.2023;2.621,00;58,20K;1,00%
13.01.2023;2.595,00;73,01K;1,82%
12.01.2023;2.548,50;56,55K;1,53%
11.01.2023;2.510,00;54,33K;1,89%
10.01.2023;2.463,50;61,28K;1,03%
09.01.2023;2.438,50;71,02K;6,23%
06.01.2023;2.295,50;51,62K;1,77%
05.01.2023;2.255,50;45,60K;-0,49%
04.01.2023;2.266,50;50,90K;-1,93%
03.01.2023;2.311,00;54,93K;-2,82%
30.12.2022;2.378,00;29,18K;-1,12%
29.12.2022;2.405,00;23,86K;1,01%
28.12.2022;2.381,00;31,08K;-0,36%
23.12.2022;2.389,50;24,64K;-0,69%
22.12.2022;2.406,00;25,55K;0,61%
21.12.2022;2.391,50;30,10K;0,80%
20.12.2022;2.372,50;40,10K;0,49%
19.12.2022;2.361,00;30,52K;-0,59%
16.12.2022;2.375,00;39,58K;-0,38%
15.12.2022;2.384,00;49,86K;-2,45%
14.12.2022;2.444,00;25,66K;-0,69%
13.12.2022;2.461,00;40,43K;1,95%
12.12.2022;2.414,00;37,30K;-2,68%
09.12.2022;2.480,50;27,20K;-0,90%
08.12.2022;2.503,00;31,52K;0,70%
07.12.2022;2.485,50;35,77K;-0,92%
06.12.2022;2.508,50;42,06K;-0,56%
05.12.2022;2.522,50;44,15K;-0,90%
02.12.2022;2.545,50;52,48K;2,43%
01.12.2022;2.485,00;58,01K;0,30%
30.11.2022;2.477,50;54,78K;4,12%
29.11.2022;2.379,50;30,25K;0,72%
28.11.2022;2.362,50;25,18K;0,00%
25.11.2022;2.362,50;25,80K;-0,21%
24.11.2022;2.367,50;18,46K;-1,23%
23.11.2022;2.397,00;25,66K;-1,32%
22.11.2022;2.429,00;31,17K;2,10%
21.11.2022;2.379,00;31,88K;-2,10%
18.11.2022;2.430,00;31,76K;1,63%
17.11.2022;2.391,00;37,17K;-0,87%
16.11.2022;2.412,00;31,53K;-0,94%
15.11.2022;2.435,00;48,12K;-0,71%
14.11.2022;2.452,50;50,33K;-0,45%
11.11.2022;2.463,50;79,52K;5,87%
10.11.2022;2.327,00;42,75K;0,34%
09.11.2022;2.319,00;39,27K;-2,23%
08.11.2022;2.372,00;36,21K;1,50%
07.11.2022;2.337,00;35,08K;-0,79%
04.11.2022;2.355,50;46,46K;4,04%
03.11.2022;2.264,00;26,95K;0,58%
02.11.2022;2.251,00;31,05K;0,38%
01.11.2022;2.242,50;36,75K;0,92%
31.10.2022;2.222,00;39,31K;0,47%
28.10.2022;2.211,50;44,84K;-3,32%
27.10.2022;2.287,50;46,13K;-2,03%
26.10.2022;2.335,00;56,82K;5,42%
25.10.2022;2.215,00;40,19K;1,84%
24.10.2022;2.175,00;31,67K;-1,41%
21.10.2022;2.206,00;31,46K;-0,16%
20.10.2022;2.209,50;39,80K;1,80%
19.10.2022;2.170,50;39,28K;-1,03%
18.10.2022;2.193,00;58,18K;-1,62%
17.10.2022;2.229,00;42,21K;-3,34%
14.10.2022;2.306,00;35,86K;-2,27%
13.10.2022;2.359,50;71,88K;2,36%
12.10.2022;2.305,00;42,53K;3,09%
11.10.2022;2.236,00;44,16K;-1,06%
10.10.2022;2.260,00;35,04K;-1,70%
07.10.2022;2.299,00;34,59K;-2,05%
06.10.2022;2.347,00;46,80K;-0,21%
05.10.2022;2.352,00;53,31K;0,17%
04.10.2022;2.348,00;66,17K;5,79%
03.10.2022;2.219,50;51,20K;2,66%
30.09.2022;2.162,00;52,17K;-1,59%
29.09.2022;2.197,00;81,67K;3,44%
28.09.2022;2.124,00;48,59K;0,47%
27.09.2022;2.114,00;41,90K;-1,19%
26.09.2022;2.139,50;37,04K;-1,18%
23.09.2022;2.165,00;41,38K;-2,85%
22.09.2022;2.228,50;45,66K;1,18%
21.09.2022;2.202,50;68,03K;-1,91%
20.09.2022;2.245,50;34,55K;-0,24%
19.09.2022;2.251,00;23,36K;-1,14%
16.09.2022;2.277,00;23,36K;-1,32%
15.09.2022;2.307,50;46,52K;1,63%
14.09.2022;2.270,50;44,10K;-1,84%
13.09.2022;2.313,00;41,67K;1,31%
12.09.2022;2.283,00;30,51K;-0,13%
09.09.2022;2.286,00;52,51K;0,42%
08.09.2022;2.276,50;;1,86%
07.09.2022;2.235,00;49,52K;-1,13%
06.09.2022;2.260,50;47,10K;-1,09%
05.09.2022;2.285,50;27,49K;-0,44%
02.09.2022;2.295,50;38,74K;0,02%
01.09.2022;2.295,00;62,33K;-2,71%
31.08.2022;2.359,00;56,07K;-1,34%
30.08.2022;2.391,00;52,07K;-4,11%
26.08.2022;2.493,50;51,01K;2,47%
25.08.2022;2.433,50;29,56K;0,14%
24.08.2022;2.430,00;33,07K;0,25%
23.08.2022;2.424,00;43,33K;1,40%
22.08.2022;2.390,50;30,33K;0,19%
19.08.2022;2.386,00;35,65K;-0,71%
18.08.2022;2.403,00;37,75K;-0,33%
17.08.2022;2.411,00;33,89K;0,79%
16.08.2022;2.392,00;77,43K;0,08%
15.08.2022;2.390,00;46,76K;-1,83%
12.08.2022;2.434,50;38,04K;-3,41%
11.08.2022;2.520,50;33,31K;1,25%
10.08.2022;2.489,50;38,51K;-0,04%
09.08.2022;2.490,50;37,71K;1,84%
08.08.2022;2.445,50;22,40K;1,22%
05.08.2022;2.416,00;35,26K;0,54%
04.08.2022;2.403,00;37,72K;1,05%
03.08.2022;2.378,00;34,52K;-1,51%
02.08.2022;2.414,50;47,65K;-0,66%
01.08.2022;2.430,50;34,76K;-2,33%
29.07.2022;2.488,50;50,79K;1,32%
28.07.2022;2.456,00;39,16K;1,19%
27.07.2022;2.427,00;;-0,41%
26.07.2022;2.437,00;;0,91%
25.07.2022;2.415,00;;-2,19%
22.07.2022;2.469,00;;1,19%
21.07.2022;2.440,00;;0,62%
20.07.2022;2.425,00;;1,63%
19.07.2022;2.386,00;;-2,01%
18.07.2022;2.435,00;;3,88%
15.07.2022;2.344,00;;0,69%
14.07.2022;2.328,00;;-1,48%
13.07.2022;2.363,00;;-0,08%
12.07.2022;2.365,00;;-0,63%
11.07.2022;2.380,00;;-2,32%
08.07.2022;2.436,50;;-0,25%
07.07.2022;2.442,50;52,60K;1,37%
06.07.2022;2.409,50;45,93K;0,73%
05.07.2022;2.392,00;50,63K;-2,92%
04.07.2022;2.464,00;20,98K;0,82%
01.07.2022;2.444,00;73,29K;-0,06%
30.06.2022;2.445,50;52,72K;-1,03%
29.06.2022;2.471,00;42,73K;-0,80%
28.06.2022;2.491,00;43,94K;-0,18%
27.06.2022;2.495,50;39,57K;1,61%
24.06.2022;2.456,00;50,25K;-0,87%
23.06.2022;2.477,50;52,34K;-0,08%
22.06.2022;2.479,50;44,78K;-2,13%
21.06.2022;2.533,50;51,39K;0,26%
20.06.2022;2.527,00;21,89K;1,16%
17.06.2022;2.498,00;40,74K;-0,26%
16.06.2022;2.504,50;56,34K;-3,39%
15.06.2022;2.592,50;46,51K;0,88%
14.06.2022;2.570,00;51,08K;-2,21%
13.06.2022;2.628,00;61,18K;-1,94%
10.06.2022;2.680,00;44,18K;-2,93%
09.06.2022;2.761,00;41,39K;-2,06%
08.06.2022;2.819,00;35,34K;1,46%
07.06.2022;2.778,50;39,60K;-0,14%
06.06.2022;2.782,50;44,10K;2,07%
01.06.2022;2.726,00;57,00K;-2,19%
31.05.2022;2.787,00;40,09K;-3,51%
30.05.2022;2.888,50;18,02K;0,59%
27.05.2022;2.871,50;23,68K;0,23%
26.05.2022;2.865,00;23,78K;-0,31%
25.05.2022;2.874,00;32,05K;-0,95%
24.05.2022;2.901,50;30,17K;-1,84%
23.05.2022;2.956,00;35,61K;0,34%
20.05.2022;2.946,00;40,39K;1,36%
19.05.2022;2.906,50;33,06K;1,71%
18.05.2022;2.857,50;33,80K;-1,14%
17.05.2022;2.890,50;42,27K;2,07%
16.05.2022;2.832,00;29,61K;1,58%
13.05.2022;2.788,00;37,94K;1,68%
12.05.2022;2.742,00;46,72K;-1,30%
11.05.2022;2.778,00;44,51K;0,89%
10.05.2022;2.753,50;44,15K;-0,05%
09.05.2022;2.755,00;51,52K;-3,06%
06.05.2022;2.842,00;48,51K;-2,54%
05.05.2022;2.916,00;48,40K;-1,25%
04.05.2022;2.953,00;34,42K;1,44%
03.05.2022;2.911,00;61,37K;-4,64%
29.04.2022;3.052,50;36,84K;0,69%
28.04.2022;3.031,50;30,34K;-2,00%
27.04.2022;3.093,50;24,27K;0,95%
26.04.2022;3.064,50;33,24K;-0,99%
25.04.2022;3.095,00;;-4,64%
22.04.2022;3.245,50;;-1,59%
21.04.2022;3.298,00;21,17K;0,89%
20.04.2022;3.269,00;43,64K;0,25%
19.04.2022;3.261,00;32,81K;-0,75%
14.04.2022;3.285,50;27,38K;1,53%
13.04.2022;3.236,00;31,95K;-0,95%
12.04.2022;3.267,00;33,61K;0,58%
11.04.2022;3.248,00;50,28K;-3,75%
08.04.2022;3.374,50;25,82K;-0,31%
07.04.2022;3.385,00;41,48K;-1,63%
06.04.2022;3.441,00;34,06K;-0,69%
05.04.2022;3.465,00;24,42K;0,52%
04.04.2022;3.447,00;30,76K;-0,09%
01.04.2022;3.450,00;29,15K;-1,17%
31.03.2022;3.491,00;37,28K;-1,69%
30.03.2022;3.551,00;24,50K;3,35%
29.03.2022;3.436,00;60,30K;-4,93%
28.03.2022;3.614,00;17,90K;0,25%
25.03.2022;3.605,00;20,85K;-0,51%
24.03.2022;3.623,50;30,65K;-0,81%
23.03.2022;3.653,00;32,58K;4,24%
22.03.2022;3.504,50;32,40K;-0,47%
21.03.2022;3.521,00;39,49K;4,14%
18.03.2022;3.381,00;27,28K;-0,10%
17.03.2022;3.384,50;29,82K;3,87%
16.03.2022;3.258,50;36,07K;-0,58%
15.03.2022;3.277,50;63,06K;-1,27%
14.03.2022;3.319,50;37,15K;-4,69%
11.03.2022;3.483,00;30,79K;1,62%
10.03.2022;3.427,50;53,25K;2,59%
09.03.2022;3.341,00;69,17K;-4,49%
08.03.2022;3.498,00;92,28K;-6,47%
07.03.2022;3.740,00;83,05K;-2,83%
04.03.2022;3.849,00;76,73K;3,57%
03.03.2022;3.716,50;106,23K;4,13%
02.03.2022;3.569,00;68,40K;2,62%
01.03.2022;3.478,00;68,56K;3,25%
28.02.2022;3.368,50;85,69K;0,33%
25.02.2022;3.357,50;57,61K;-1,09%
24.02.2022;3.394,50;106,85K;3,10%
23.02.2022;3.292,50;50,20K;-0,32%
22.02.2022;3.303,00;69,13K;0,72%
21.02.2022;3.279,50;28,21K;0,52%
18.02.2022;3.262,50;42,99K;-0,17%
17.02.2022;3.268,00;39,81K;0,37%
16.02.2022;3.256,00;55,31K;1,50%
15.02.2022;3.208,00;41,55K;-0,20%
14.02.2022;3.214,50;55,23K;2,49%
11.02.2022;3.136,50;73,47K;-3,51%
10.02.2022;3.250,50;64,74K;-0,47%
09.02.2022;3.266,00;51,53K;2,61%
08.02.2022;3.183,00;77,23K;1,63%
07.02.2022;3.132,00;45,88K;1,89%
04.02.2022;3.074,00;42,23K;0,79%
03.02.2022;3.050,00;39,36K;2,14%
02.02.2022;2.986,00;64,02K;-1,53%
01.02.2022;3.032,50;33,74K;0,38%
31.01.2022;3.021,00;34,83K;-2,00%
28.01.2022;3.082,50;40,85K;-0,52%
27.01.2022;3.098,50;36,62K;0,15%
26.01.2022;3.094,00;30,61K;0,06%
25.01.2022;3.092,00;45,24K;2,10%
24.01.2022;3.028,50;34,44K;-0,39%
21.01.2022;3.040,50;51,53K;-2,27%
20.01.2022;3.111,00;81,13K;1,98%
19.01.2022;3.050,50;46,62K;0,86%
18.01.2022;3.024,50;43,36K;0,92%
17.01.2022;2.997,00;25,07K;0,69%
14.01.2022;2.976,50;60,36K;0,83%
13.01.2022;2.952,00;40,86K;-1,02%
12.01.2022;2.982,50;56,45K;0,42%
11.01.2022;2.970,00;42,57K;1,31%
10.01.2022;2.931,50;1,12K;0,58%
07.01.2022;2.914,50;47,05K;-0,24%
06.01.2022;2.921,50;51,16K;-0,02%
05.01.2022;2.922,00;68,35K;2,92%
04.01.2022;2.839,00;52,87K;1,12%
31.12.2021;2.807,50;47,53K;-0,37%
30.12.2021;2.818,00;47,53K;0,27%
29.12.2021;2.810,50;74,66K;-0,93%
24.12.2021;2.837,00;17,78K;-0,32%
23.12.2021;2.846,00;43,45K;0,76%
22.12.2021;2.824,50;62,53K;2,56%
21.12.2021;2.754,00;39,13K;3,11%
20.12.2021;2.671,00;38,22K;-1,96%
17.12.2021;2.724,50;46,10K;2,16%
16.12.2021;2.667,00;66,37K;2,70%
15.12.2021;2.597,00;41,76K;-1,20%
14.12.2021;2.628,50;26,75K;-0,96%
13.12.2021;2.654,00;35,02K;1,82%
10.12.2021;2.606,50;28,34K;-0,76%
09.12.2021;2.626,50;28,64K;-0,02%
08.12.2021;2.627,00;21,62K;-0,06%
07.12.2021;2.628,50;25,96K;1,56%
06.12.2021;2.588,00;34,48K;-1,33%
03.12.2021;2.623,00;32,72K;0,88%
02.12.2021;2.600,00;55,45K;-2,42%
01.12.2021;2.664,50;61,53K;1,50%
30.11.2021;2.625,00;51,65K;-0,19%
29.11.2021;2.630,00;49,98K;0,57%
26.11.2021;2.615,00;48,35K;-3,77%
25.11.2021;2.717,50;23,86K;0,50%
24.11.2021;2.704,00;29,45K;1,33%
23.11.2021;2.668,50;20,74K;-0,78%
22.11.2021;2.689,50;30,23K;0,37%
19.11.2021;2.679,50;42,36K;2,43%
18.11.2021;2.616,00;28,27K;-0,02%
17.11.2021;2.616,50;32,34K;1,63%
16.11.2021;2.574,50;61,52K;-3,11%
15.11.2021;2.657,00;41,16K;-1,59%
12.11.2021;2.700,00;38,53K;1,50%
11.11.2021;2.660,00;41,37K;3,18%
10.11.2021;2.578,00;36,59K;0,84%
09.11.2021;2.556,50;42,70K;-1,86%
08.11.2021;2.605,00;33,76K;1,90%
05.11.2021;2.556,50;53,69K;0,08%
04.11.2021;2.554,50;68,70K;-3,82%
03.11.2021;2.656,00;56,41K;-1,36%
02.11.2021;2.692,50;46,72K;-0,99%
01.11.2021;2.719,50;39,11K;0,11%
29.10.2021;2.716,50;67,42K;-1,09%
28.10.2021;2.746,50;87,06K;2,25%
27.10.2021;2.686,00;116,37K;-5,05%
26.10.2021;2.829,00;64,00K;-1,62%
25.10.2021;2.875,50;50,45K;0,26%
22.10.2021;2.868,00;105,92K;-1,46%
21.10.2021;2.910,50;90,31K;-5,18%
20.10.2021;3.069,50;70,75K;-1,37%
19.10.2021;3.112,00;74,02K;-1,75%
18.10.2021;3.167,50;59,54K;-0,13%
15.10.2021;3.171,50;66,74K;1,75%
14.10.2021;3.117,00;69,44K;1,60%
13.10.2021;3.068,00;51,51K;0,00%
12.10.2021;3.068,00;58,81K;0,13%
11.10.2021;3.064,00;64,03K;3,30%
08.10.2021;2.966,00;60,14K;0,68%
07.10.2021;2.946,00;42,44K;1,69%
06.10.2021;2.897,00;38,67K;-0,82%
05.10.2021;2.921,00;26,22K;0,17%
04.10.2021;2.916,00;25,25K;2,07%
01.10.2021;2.857,00;38,56K;-0,05%
30.09.2021;2.858,50;60,39K;-1,82%
29.09.2021;2.911,50;36,67K;-1,12%
28.09.2021;2.944,50;59,19K;2,12%
27.09.2021;2.883,50;42,20K;-1,10%
24.09.2021;2.915,50;41,62K;-1,15%
23.09.2021;2.949,50;56,00K;0,49%
22.09.2021;2.935,00;61,22K;3,13%
21.09.2021;2.846,00;40,30K;-0,59%
20.09.2021;2.863,00;38,73K;-0,78%
17.09.2021;2.885,50;35,70K;0,21%
16.09.2021;2.879,50;40,82K;-0,47%
15.09.2021;2.893,00;72,98K;2,19%
14.09.2021;2.831,00;57,54K;-2,26%
13.09.2021;2.896,50;71,54K;-0,94%
10.09.2021;2.924,00;56,53K;2,98%
09.09.2021;2.839,50;47,38K;1,63%
08.09.2021;2.794,00;46,32K;1,34%
07.09.2021;2.757,00;22,83K;-0,58%
06.09.2021;2.773,00;41,12K;1,69%
03.09.2021;2.727,00;36,37K;1,19%
02.09.2021;2.695,00;57,92K;0,19%
01.09.2021;2.690,00;53,08K;-1,03%
31.08.2021;2.718,00;63,98K;2,59%
27.08.2021;2.649,50;60,33K;1,15%
26.08.2021;2.619,50;35,40K;0,08%
25.08.2021;2.617,50;25,69K;0,10%
24.08.2021;2.615,00;49,17K;0,50%
23.08.2021;2.602,00;41,38K;2,18%
20.08.2021;2.546,50;32,79K;0,04%
19.08.2021;2.545,50;49,79K;-0,37%
18.08.2021;2.555,00;37,38K;-1,71%
17.08.2021;2.599,50;68,57K;-0,10%
16.08.2021;2.602,00;33,97K;0,08%
13.08.2021;2.600,00;27,26K;0,68%
12.08.2021;2.582,50;32,81K;-0,12%
11.08.2021;2.585,50;21,60K;0,43%
10.08.2021;2.574,50;37,92K;1,00%
09.08.2021;2.549,00;42,08K;-1,12%
06.08.2021;2.578,00;30,09K;-0,39%
05.08.2021;2.588,00;22,73K;0,84%
04.08.2021;2.566,50;24,79K;-0,75%
03.08.2021;2.586,00;39,18K;-1,11%
02.08.2021;2.615,00;33,54K;0,97%
30.07.2021;2.590,00;62,86K;-0,06%
29.07.2021;2.591,50;46,89K;2,15%
28.07.2021;2.537,00;40,94K;1,89%
27.07.2021;2.490,00;34,41K;-1,15%
26.07.2021;2.519,00;34,82K;0,66%
23.07.2021;2.502,50;25,53K;0,79%
